.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-1__145,100.000,876,0,0,42842,43717,876,1,0.0,1618
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-36__159,99.886,876,1,0,42842,43717,876,1,0.0,1613
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-32__156,99.886,876,1,0,42842,43717,876,1,0.0,1613
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-58__168,99.772,876,2,0,42842,43717,876,1,0.0,1607
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-23__152,99.315,876,6,0,42842,43717,876,1,0.0,1585
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-116__187,99.201,876,7,0,42842,43717,876,1,0.0,1580
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-79__178,99.087,876,8,0,42842,43717,876,1,0.0,1574
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-61__170,99.087,876,8,0,42842,43717,876,1,0.0,1574
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-28__153,98.973,876,9,0,42842,43717,876,1,0.0,1568
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-22__151,98.973,876,9,0,42842,43717,876,1,0.0,1568
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-69__175,98.858,876,10,0,42842,43717,876,1,0.0,1563
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-62__171,98.858,876,10,0,42842,43717,876,1,0.0,1563
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-55__166,98.858,876,10,0,42842,43717,876,1,0.0,1563
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-52__163,98.858,876,10,0,42842,43717,876,1,0.0,1563
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-3__146,98.858,876,10,0,42842,43717,876,1,0.0,1563
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-72__177,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-66__173,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-54__165,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-42__162,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-38__161,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-15__150,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-136__192,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-114__186,98.744,876,11,0,42842,43717,876,1,0.0,1557
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-80__179,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-71__176,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-33__157,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-29__154,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-139__193,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-133__191,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-117__188,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-101__182,98.630,876,12,0,42842,43717,876,1,0.0,1552
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-88__180,98.629,875,12,0,42843,43717,875,1,0.0,1550
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-109__185,98.843,864,10,0,42852,43715,864,1,0.0,1541
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-108__184,98.843,864,10,0,42852,43715,864,1,0.0,1541
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-107__183,98.843,864,10,0,42852,43715,864,1,0.0,1541
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-60__169,98.288,876,15,0,42842,43717,876,1,0.0,1535
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-30__155,98.174,876,16,0,42842,43717,876,1,0.0,1530
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-12__149,98.174,876,16,0,42842,43717,876,1,0.0,1530
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-96__181,98.059,876,17,0,42842,43717,876,1,0.0,1524
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-37__160,97.943,875,18,0,42843,43717,875,1,0.0,1517
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-11__148,98.463,846,13,0,42872,43717,846,1,0.0,1491
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-34__158,97.260,876,24,0,42842,43717,876,1,0.0,1485
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-10__147,97.365,873,23,0,42845,43717,873,1,0.0,1485
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-53__164,97.257,875,24,0,42843,43717,875,1,0.0,1483
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-68__174,96.461,876,31,0,42842,43717,876,1,0.0,1447
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-132__190,91.913,878,67,3,42842,43717,876,1,0.0,1225
.28099_1_281.23,193__CTX-M-1_Bla__CTX-M-123__189,89.294,878,90,3,42842,43717,876,1,0.0,1098
