.28099_1_281.23,ISEcp1_IS1380_unknown,100.000,1656,0,0,43798,45453,1656,1,0.0,3059
.28099_1_281.23,ISEc9_IS1380_unknown,100.000,1656,0,0,43798,45453,1656,1,0.0,3059
.28099_1_281.23,ISSbo1_IS91_unknown,95.904,1709,70,0,64577,66285,1,1709,0.0,2769
.28099_1_281.23,ISEnca1_IS1380_unknown,91.057,1655,146,1,43798,45450,1658,4,0.0,2235
.28099_1_281.23,IS1294_IS91_unknown,94.018,1354,79,2,64577,65929,1688,336,0.0,2050
.28099_1_281.23,IS1294_IS91_unknown,100.000,28,0,0,66262,66289,28,1,9.17e-05,52.8
.28099_1_281.23,IS640_IS21_unknown,99.059,425,4,0,82724,83148,425,1,0.0,763
.28099_1_281.23,IS640_IS21_unknown,99.398,166,1,0,82559,82724,2130,1965,8.25e-80,302
.28099_1_281.23,IS21_IS21_unknown,99.059,425,4,0,82724,83148,425,1,0.0,763
.28099_1_281.23,IS21_IS21_unknown,98.802,167,1,1,82559,82724,2131,1965,3.84e-78,296
.28099_1_281.23,IS1203_IS3_IS51,97.035,371,11,0,91505,91875,1,371,4.31e-177,625
.28099_1_281.23,IS3411_IS3_IS51,95.957,371,15,0,91505,91875,1,371,2.02e-170,603
.28099_1_281.23,IS629_IS3_IS51,95.687,371,16,0,91505,91875,1,371,9.40e-169,597
.28099_1_281.23,ISEc62_IS21_unknown,85.681,426,57,4,82725,83148,1702,2125,3.60e-123,446
.28099_1_281.23,ISEc25_IS3_IS51,84.511,368,57,0,91505,91872,1,368,1.04e-98,364
.28099_1_281.23,IS1203E_IS3_IS51,100.000,93,0,0,91783,91875,1,93,6.75e-41,172
.26141_1_288.22,ISEcp1_IS1380_unknown,100.000,1656,0,0,50388,52043,1,1656,0.0,3059
.26141_1_288.22,ISEc9_IS1380_unknown,100.000,1656,0,0,50388,52043,1,1656,0.0,3059
.26141_1_288.22,ISSbo1_IS91_unknown,96.080,1709,67,0,71851,73559,1,1709,0.0,2785
.26141_1_288.22,ISEnca1_IS1380_unknown,91.057,1655,146,1,50391,52043,4,1658,0.0,2235
.26141_1_288.22,IS1294_IS91_unknown,94.239,1354,76,2,71851,73203,1688,336,0.0,2067
.26141_1_288.22,IS1294_IS91_unknown,100.000,28,0,0,73536,73563,28,1,7.56e-05,52.8
.26141_1_288.22,IS186A_IS4_IS231,100.000,125,0,0,1,125,125,1,9.05e-59,231
.26141_1_288.22,IS421_IS4_IS231,100.000,123,0,0,1,123,123,1,1.17e-57,228
.26141_1_288.22,IS186B_IS4_IS231,100.000,123,0,0,1,123,123,1,1.17e-57,228
.28099_1_98.51,IS26_IS6_unknown,100.000,820,0,0,4288,5107,820,1,0.0,1515
.28099_1_98.51,IS26_IS6_unknown,100.000,503,0,0,3502,4004,820,318,0.0,929
.28099_1_98.51,IS26_IS6_unknown,100.000,125,0,0,1,125,696,820,6.09e-60,231
.28099_1_98.51,IS15DII_IS6_unknown,99.878,820,1,0,4288,5107,820,1,0.0,1509
.28099_1_98.51,IS15DII_IS6_unknown,99.801,503,1,0,3502,4004,820,318,0.0,924
.28099_1_98.51,IS15DII_IS6_unknown,99.200,125,1,0,1,125,696,820,2.83e-58,226
.28099_1_98.51,IS15DIV_IS6_unknown,99.878,819,1,0,4289,5107,1,819,0.0,1507
.28099_1_98.51,IS15DIV_IS6_unknown,99.801,502,1,0,3503,4004,1,502,0.0,922
.28099_1_98.51,IS15DIV_IS6_unknown,100.000,124,0,0,1,124,124,1,2.19e-59,230
.28099_1_98.51,IS15DI_IS6_unknown,99.634,820,3,0,4288,5107,820,1,0.0,1498
.28099_1_98.51,IS15DI_IS6_unknown,99.404,503,3,0,3502,4004,820,318,0.0,913
.28099_1_98.51,IS15DI_IS6_unknown,100.000,125,0,0,1,125,696,820,6.09e-60,231
.28099_1_98.51,IS15_IS6_unknown,99.634,820,3,0,4288,5107,1473,654,0.0,1498
.28099_1_98.51,IS15_IS6_unknown,100.000,653,0,0,4455,5107,653,1,0.0,1206
.28099_1_98.51,IS15_IS6_unknown,99.404,503,3,0,3502,4004,1473,971,0.0,913
.28099_1_98.51,IS15_IS6_unknown,100.000,336,0,0,3669,4004,653,318,3.09e-177,621
.28099_1_98.51,IS15_IS6_unknown,99.429,175,1,0,4288,4462,1648,1474,4.55e-86,318
.28099_1_98.51,IS15_IS6_unknown,99.429,175,1,0,3502,3676,1648,1474,4.55e-86,318
.28099_1_98.51,IS15_IS6_unknown,100.000,125,0,0,1,125,1349,1473,6.09e-60,231
.28099_1_98.51,IS15_IS6_unknown,99.200,125,1,0,1,125,1524,1648,2.83e-58,226
.28099_1_98.51,IS903B_IS5_IS903,99.145,351,3,0,2023,2373,351,1,1.43e-180,632
.28099_1_98.51,IS903_IS5_IS903,95.726,351,15,0,2023,2373,351,1,1.47e-160,566
.28099_1_98.51,IS102_IS5_IS903,91.168,351,31,0,2023,2373,351,1,7.09e-134,477
.28099_1_98.51,ISPan1_IS5_IS903,86.610,351,47,0,2023,2373,351,1,3.42e-107,388
.28099_1_98.51,ISEcp1_IS1380_unknown,100.000,208,0,0,3294,3501,1656,1449,4.42e-106,385
.28099_1_98.51,ISEc9_IS1380_unknown,100.000,208,0,0,3294,3501,1656,1449,4.42e-106,385
.28099_1_87.22,IS2_IS3_IS2,98.497,1331,20,0,23457,24787,1331,1,0.0,2348
.28099_1_87.22,IS2_IS3_IS2,93.836,146,9,0,20723,20868,1165,1020,1.43e-55,220
.28099_1_87.22,IS629_IS3_IS51,97.786,1310,29,0,9833,11142,1,1310,0.0,2259
.28099_1_87.22,IS3411_IS3_IS51,97.481,1310,33,0,9833,11142,1,1310,0.0,2237
.28099_1_87.22,IS1203_IS3_IS51,95.649,1310,57,0,9833,11142,1,1310,0.0,2104
.28099_1_87.22,IS1203E_IS3_IS51,94.671,1032,55,0,10111,11142,1,1032,0.0,1602
.28099_1_87.22,IS26_IS6_unknown,100.000,820,0,0,50825,51644,1,820,0.0,1515
.28099_1_87.22,IS26_IS6_unknown,100.000,114,0,0,55021,55134,820,707,8.59e-53,211
.28099_1_87.22,IS15DII_IS6_unknown,99.878,820,1,0,50825,51644,1,820,0.0,1509
